"InvoiceNo","CustomerID","CustomerName","Segment","Region","SalesRep","RiskTier","CreditLimit","CollectorID","CollectorName","Team","TermsCode","NetDays","DiscountPct","InvoiceDate","DueDate","InvoiceAmount","PaidToDate","DiscountToDate","CreditMemoToDate","WriteOffToDate","OpenBalance","OverAppliedAmount","IsOpen","IsPastDue","DaysPastDue","BucketKey","BucketName","RiskWeight","IsDisputedOpen","DisputeReason"
"INV-026625","C0025","Oakmont County Facilities","Institutional","West","Owen Price","Low","65000.00","COL-03","Elena Ruiz","Commercial","NET90","90","0.00","2025-10-10","2026-01-08","2800.96","0.00","0.00","0.00","0.00","2800.96","0.00","1","0","-8","1","Current","0.00","0",""
"INV-026626","C0031","Stonegate Machine Works","OEM Manufacturer","Northeast","Adrian Cole","Low","515000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-10","2025-12-09","12004.55","0.00","0.00","0.00","0.00","12004.55","0.00","1","1","22","2","1-30","0.25","0",""
"INV-026629","C0042","Bluewater Industries","OEM Manufacturer","Southwest","Kevin Ames","High","355000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-10-10","2025-12-09","1673.60","0.00","0.00","0.00","0.00","1673.60","0.00","1","1","22","2","1-30","0.25","0",""
"INV-026636","C0145","Crestview Medical Center","Institutional","West","Maya Brennan","Low","120000.00","COL-04","Tomas Okafor","Commercial","NET90","90","0.00","2025-10-10","2026-01-08","1596.41","0.00","0.00","0.00","0.00","1596.41","0.00","1","0","-8","1","Current","0.00","0",""
"INV-026648","C0271","Riverbend Electric - Midwest 3","Contractor","Midwest","Hana Sato","High","140000.00","COL-03","Elena Ruiz","Commercial","2/10NET30","30","2.00","2025-10-10","2025-11-09","7572.21","0.00","0.00","0.00","0.00","7572.21","0.00","1","1","52","3","31-60","0.50","0",""
"INV-026657","C0325","Apex Medical Center","Institutional","Northeast","Adrian Cole","Low","105000.00","COL-04","Tomas Okafor","Commercial","NET90","90","0.00","2025-10-10","2026-01-08","3253.07","0.00","0.00","0.00","0.00","3253.07","0.00","1","0","-8","1","Current","0.00","0",""
"INV-026662","C0364","Redline Industries - Northeast","OEM Manufacturer","Northeast","Adrian Cole","Low","335000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-10-10","2025-11-24","4207.21","0.00","0.00","0.00","0.00","4207.21","0.00","1","1","37","3","31-60","0.50","0",""
"INV-026663","C0366","Westbrook Industries - West","OEM Manufacturer","West","Owen Price","Medium","320000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-10","2025-12-09","10889.74","0.00","0.00","0.00","0.00","10889.74","0.00","1","1","22","2","1-30","0.25","0",""
"INV-026665","C0369","Lakeshore Components","OEM Manufacturer","Midwest","Hana Sato","High","545000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-10","2025-12-09","2947.38","0.00","0.00","0.00","0.00","2947.38","0.00","1","1","22","2","1-30","0.25","1","Pricing"
"INV-026678","C0094","Bluewater Industries - Southeast","OEM Manufacturer","Southeast","Dana Whitfield","Low","535000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-10-13","2025-11-27","1785.61","0.00","0.00","0.00","0.00","1785.61","0.00","1","1","34","3","31-60","0.50","1","Short Shipment"
"INV-026681","C0101","Redline University Facilities - Northeast","Institutional","Northeast","Adrian Cole","Low","180000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-13","2025-12-12","7158.44","0.00","0.00","0.00","0.00","7158.44","0.00","1","1","19","2","1-30","0.25","0",""
"INV-026687","C0132","Keystone Contracting","Contractor","West","Maya Brennan","High","105000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-10-13","2025-12-12","2645.13","0.00","0.00","0.00","0.00","2645.13","0.00","1","1","19","2","1-30","0.25","0",""
"INV-026689","C0153","Redline Water Authority","Institutional","Southeast","Luis Moreno","Low","200000.00","COL-02","Marcus Bell","Strategic Accounts","NET90","90","0.00","2025-10-13","2026-01-11","11054.11","0.00","0.00","2542.45","0.00","8511.66","0.00","1","0","-11","1","Current","0.00","0","Damaged Goods"
"INV-026699","C0206","Oakmont Manufacturing","OEM Manufacturer","Southeast","Dana Whitfield","Medium","590000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-10-13","2025-12-12","2983.24","1789.94","0.00","0.00","0.00","1193.30","0.00","1","1","19","2","1-30","0.25","0",""
"INV-026700","C0214","Bluewater Industries - Midwest 3","OEM Manufacturer","Midwest","Hana Sato","Low","275000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-13","2025-12-12","1736.21","0.00","0.00","0.00","0.00","1736.21","0.00","1","1","19","2","1-30","0.25","1","Damaged Goods"
"INV-026701","C0227","Cedar Ridge County Facilities","Institutional","West","Owen Price","Low","80000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-10-13","2025-12-12","1954.90","0.00","0.00","0.00","0.00","1954.90","0.00","1","1","19","2","1-30","0.25","0",""
"INV-026702","C0234","Redline University Facilities - Midwest 3","Institutional","Midwest","Ben Kowalczyk","Low","145000.00","COL-04","Tomas Okafor","Commercial","NET90","90","0.00","2025-10-13","2026-01-11","4126.54","0.00","0.00","0.00","0.00","4126.54","0.00","1","0","-11","1","Current","0.00","0",""
"INV-026708","C0271","Riverbend Electric - Midwest 3","Contractor","Midwest","Hana Sato","High","140000.00","COL-03","Elena Ruiz","Commercial","2/10NET30","30","2.00","2025-10-13","2025-11-12","2411.81","0.00","0.00","0.00","0.00","2411.81","0.00","1","1","49","3","31-60","0.50","0",""
"INV-026711","C0297","Apex Mechanical - Southeast 3","Contractor","Southeast","Dana Whitfield","High","30000.00","COL-04","Tomas Okafor","Commercial","NET30","30","0.00","2025-10-13","2025-11-12","1687.53","0.00","0.00","0.00","0.00","1687.53","0.00","1","1","49","3","31-60","0.50","0",""
"INV-026713","C0312","Pioneer University Facilities - Southeast","Institutional","Southeast","Dana Whitfield","Low","190000.00","COL-02","Marcus Bell","Strategic Accounts","NET90","90","0.00","2025-10-13","2026-01-11","7489.08","0.00","0.00","0.00","0.00","7489.08","0.00","1","0","-11","1","Current","0.00","0",""
"INV-026721","C0359","Stonegate Fabrication - West","OEM Manufacturer","West","Maya Brennan","High","380000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-13","2025-12-12","2412.54","0.00","0.00","0.00","0.00","2412.54","0.00","1","1","19","2","1-30","0.25","0",""
"INV-026722","C0360","Bluewater Medical Center - Northeast","Institutional","Northeast","Nadia Farouk","Medium","160000.00","COL-02","Marcus Bell","Strategic Accounts","NET90","90","0.00","2025-10-13","2026-01-11","1179.31","0.00","0.00","0.00","0.00","1179.31","0.00","1","0","-11","1","Current","0.00","0",""
"INV-026724","C0369","Lakeshore Components","OEM Manufacturer","Midwest","Hana Sato","High","545000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-13","2025-12-12","11408.27","0.00","0.00","0.00","0.00","11408.27","0.00","1","1","19","2","1-30","0.25","0",""
"INV-026741","C0088","Westbrook Builders - West","Contractor","West","Maya Brennan","High","145000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-10-14","2025-12-13","1897.61","0.00","0.00","0.00","0.00","1897.61","0.00","1","1","18","2","1-30","0.25","0",""
"INV-026747","C0119","Titan Builders","Contractor","Northeast","Nadia Farouk","Medium","105000.00","COL-04","Tomas Okafor","Commercial","2/10NET30","30","2.00","2025-10-14","2025-11-13","1736.92","0.00","0.00","0.00","0.00","1736.92","0.00","1","1","48","3","31-60","0.50","1","Damaged Goods"
"INV-026749","C0130","Keystone Mechanical","Contractor","Southeast","Dana Whitfield","Low","140000.00","COL-04","Tomas Okafor","Commercial","NET30","30","0.00","2025-10-14","2025-11-13","1690.76","0.00","0.00","304.34","0.00","1386.42","0.00","1","1","48","3","31-60","0.50","0","Short Shipment"
"INV-026751","C0164","Lakeshore Fabrication","OEM Manufacturer","Southwest","Rosa Delgado","Medium","240000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-10-14","2025-11-28","8907.27","0.00","0.00","0.00","0.00","8907.27","0.00","1","1","33","3","31-60","0.50","0",""
"INV-026755","C0195","Redline Manufacturing","OEM Manufacturer","Southwest","Kevin Ames","Medium","360000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-10-14","2025-12-13","4996.89","0.00","0.00","0.00","0.00","4996.89","0.00","1","1","18","2","1-30","0.25","0",""
"INV-026764","C0275","Cedar Ridge Machine Works - Southwest","OEM Manufacturer","Southwest","Rosa Delgado","High","535000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-10-14","2025-12-13","1658.08","0.00","0.00","0.00","0.00","1658.08","0.00","1","1","18","2","1-30","0.25","0",""
"INV-026772","C0349","Granite Manufacturing","OEM Manufacturer","Northeast","Nadia Farouk","High","490000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-14","2025-12-13","3810.89","0.00","0.00","0.00","0.00","3810.89","0.00","1","1","18","2","1-30","0.25","0",""
"INV-026774","C0351","Ironbridge Components","OEM Manufacturer","Midwest","Hana Sato","High","450000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-10-14","2025-11-28","2011.23","0.00","0.00","0.00","0.00","2011.23","0.00","1","1","33","3","31-60","0.50","0",""
"INV-026775","C0359","Stonegate Fabrication - West","OEM Manufacturer","West","Maya Brennan","High","380000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-14","2025-12-13","16955.65","0.00","0.00","0.00","0.00","16955.65","0.00","1","1","18","2","1-30","0.25","0",""
"INV-026777","C0369","Lakeshore Components","OEM Manufacturer","Midwest","Hana Sato","High","545000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-14","2025-12-13","2985.13","0.00","0.00","0.00","0.00","2985.13","0.00","1","1","18","2","1-30","0.25","0",""
"INV-026784","C0018","Redline Industries","OEM Manufacturer","Northeast","Nadia Farouk","Low","435000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-10-15","2025-11-29","10840.77","6504.46","0.00","0.00","0.00","4336.31","0.00","1","1","32","3","31-60","0.50","0",""
"INV-026787","C0023","Harbor Builders","Contractor","West","Owen Price","High","120000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-10-15","2025-12-14","1850.58","0.00","0.00","0.00","0.00","1850.58","0.00","1","1","17","2","1-30","0.25","1","Damaged Goods"
"INV-026788","C0031","Stonegate Machine Works","OEM Manufacturer","Northeast","Adrian Cole","Low","515000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-15","2025-12-14","5591.63","0.00","0.00","0.00","0.00","5591.63","0.00","1","1","17","2","1-30","0.25","0",""
"INV-026790","C0042","Bluewater Industries","OEM Manufacturer","Southwest","Kevin Ames","High","355000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-10-15","2025-12-14","11216.69","0.00","0.00","0.00","0.00","11216.69","0.00","1","1","17","2","1-30","0.25","0",""
"INV-026797","C0084","Granite Construction","Contractor","Southwest","Rosa Delgado","Medium","145000.00","COL-03","Elena Ruiz","Commercial","2/10NET30","30","2.00","2025-10-15","2025-11-14","857.40","0.00","0.00","0.00","0.00","857.40","0.00","1","1","47","3","31-60","0.50","0",""
"INV-026798","C0094","Bluewater Industries - Southeast","OEM Manufacturer","Southeast","Dana Whitfield","Low","535000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-10-15","2025-11-29","3354.20","0.00","0.00","0.00","0.00","3354.20","0.00","1","1","32","3","31-60","0.50","0",""
"INV-026823","C0255","Riverbend Fabrication","OEM Manufacturer","Southwest","Rosa Delgado","Low","245000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-15","2025-12-14","9987.40","0.00","0.00","0.00","0.00","9987.40","0.00","1","1","17","2","1-30","0.25","1","PO Mismatch"
"INV-026828","C0331","Stonegate School District","Institutional","West","Owen Price","Low","190000.00","COL-01","Priya Natarajan","Strategic Accounts","NET90","90","0.00","2025-10-15","2026-01-13","4002.42","0.00","0.00","0.00","0.00","4002.42","0.00","1","0","-13","1","Current","0.00","0",""
"INV-026838","C0023","Harbor Builders","Contractor","West","Owen Price","High","120000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-10-16","2025-12-15","4896.21","0.00","0.00","0.00","0.00","4896.21","0.00","1","1","16","2","1-30","0.25","0",""
"INV-026839","C0031","Stonegate Machine Works","OEM Manufacturer","Northeast","Adrian Cole","Low","515000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-16","2025-12-15","1627.93","0.00","0.00","0.00","0.00","1627.93","0.00","1","1","16","2","1-30","0.25","0",""
"INV-026841","C0050","Redline University Facilities","Institutional","Southeast","Luis Moreno","Low","195000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-16","2025-12-15","11276.65","0.00","0.00","0.00","0.00","11276.65","0.00","1","1","16","2","1-30","0.25","0",""
"INV-026854","C0165","Northfield School District","Institutional","Southeast","Luis Moreno","Low","150000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-10-16","2025-12-15","8645.12","0.00","0.00","0.00","0.00","8645.12","0.00","1","1","16","2","1-30","0.25","0",""
"INV-026873","C0289","Apex Builders - West","Contractor","West","Owen Price","Low","45000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-10-16","2025-12-15","1486.43","891.86","0.00","0.00","0.00","594.57","0.00","1","1","16","2","1-30","0.25","0",""
"INV-026876","C0302","Crestview Contracting - Northeast 3","Contractor","Northeast","Nadia Farouk","High","125000.00","COL-04","Tomas Okafor","Commercial","2/10NET30","30","2.00","2025-10-16","2025-11-15","2540.50","0.00","0.00","0.00","0.00","2540.50","0.00","1","1","46","3","31-60","0.50","0",""
"INV-026877","C0303","Northfield Contracting","Contractor","Northeast","Adrian Cole","Medium","100000.00","COL-04","Tomas Okafor","Commercial","NET30","30","0.00","2025-10-16","2025-11-15","1007.58","604.55","0.00","0.00","0.00","403.03","0.00","1","1","46","3","31-60","0.50","0",""
"INV-026879","C0310","Harbor Water Authority","Institutional","Midwest","Hana Sato","Low","170000.00","COL-01","Priya Natarajan","Strategic Accounts","NET90","90","0.00","2025-10-16","2026-01-14","1831.15","0.00","0.00","0.00","0.00","1831.15","0.00","1","0","-14","1","Current","0.00","0",""
"INV-026880","C0319","Ironbridge Medical Center - Southwest 3","Institutional","Southwest","Kevin Ames","Low","70000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-10-16","2025-12-15","6310.56","0.00","0.00","820.37","0.00","5490.19","0.00","1","1","16","2","1-30","0.25","0","Pricing"
"INV-026881","C0327","Ironbridge Water Authority","Institutional","Midwest","Ben Kowalczyk","Low","195000.00","COL-01","Priya Natarajan","Strategic Accounts","NET90","90","0.00","2025-10-16","2026-01-14","5996.19","0.00","0.00","0.00","0.00","5996.19","0.00","1","0","-14","1","Current","0.00","0",""
"INV-026884","C0351","Ironbridge Components","OEM Manufacturer","Midwest","Hana Sato","High","450000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-10-16","2025-11-30","1883.90","0.00","0.00","0.00","0.00","1883.90","0.00","1","1","31","3","31-60","0.50","0",""
"INV-026891","C0399","Riverbend Electric - West 5","Contractor","West","Maya Brennan","Medium","110000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-10-16","2025-12-15","1027.21","616.33","0.00","0.00","0.00","410.88","0.00","1","1","16","2","1-30","0.25","0",""
"INV-026897","C0064","Frontier University Facilities","Institutional","West","Maya Brennan","Low","110000.00","COL-03","Elena Ruiz","Commercial","NET90","90","0.00","2025-10-17","2026-01-15","9711.14","0.00","0.00","0.00","0.00","9711.14","0.00","1","0","-15","1","Current","0.00","0",""
"INV-026909","C0163","Keystone Fabrication","OEM Manufacturer","Midwest","Ben Kowalczyk","Medium","600000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-10-17","2025-12-16","14982.41","0.00","0.00","0.00","0.00","14982.41","0.00","1","1","15","2","1-30","0.25","0",""
"INV-026910","C0164","Lakeshore Fabrication","OEM Manufacturer","Southwest","Rosa Delgado","Medium","240000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-10-17","2025-12-01","11931.47","0.00","0.00","0.00","0.00","11931.47","0.00","1","1","30","2","1-30","0.25","0",""
"INV-026918","C0201","Titan Machine Works","OEM Manufacturer","Southwest","Kevin Ames","Low","525000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-10-17","2025-12-01","12695.10","0.00","0.00","0.00","0.00","12695.10","0.00","1","1","30","2","1-30","0.25","1","Short Shipment"
"INV-026921","C0229","Pioneer Medical Center","Institutional","Northeast","Nadia Farouk","Low","85000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-10-17","2025-12-16","1904.44","0.00","0.00","0.00","0.00","1904.44","0.00","1","1","15","2","1-30","0.25","0",""
"INV-026926","C0287","Redline University Facilities - Southwest 4","Institutional","Southwest","Kevin Ames","Low","155000.00","COL-02","Marcus Bell","Strategic Accounts","NET90","90","0.00","2025-10-17","2026-01-15","2857.29","0.00","0.00","0.00","0.00","2857.29","0.00","1","0","-15","1","Current","0.00","0",""
"INV-026930","C0302","Crestview Contracting - Northeast 3","Contractor","Northeast","Nadia Farouk","High","125000.00","COL-04","Tomas Okafor","Commercial","2/10NET30","30","2.00","2025-10-17","2025-11-16","859.80","0.00","0.00","0.00","0.00","859.80","0.00","1","1","45","3","31-60","0.50","0",""
