"PromiseNo","CustomerID","CustomerName","RiskTier","Segment","CollectorName","PromiseMadeDate","PromisedPayDate","PromisedAmount","CashInWindow","PctOfPromise","DaysSincePromised","PromiseStatus"
"PTP-000510","C0301","Titan Builders - Midwest 4","Medium","Contractor","Elena Ruiz","2025-05-26","2025-06-06","1514.52","11190.65","738.89","208","Kept"
"PTP-000511","C0302","Crestview Contracting - Northeast 3","High","Contractor","Tomas Okafor","2025-05-27","2025-06-06","5173.55","0.00","0.00","208","Broken"
"PTP-000517","C0340","Bluewater Contracting","Low","Contractor","Tomas Okafor","2025-06-03","2025-06-07","2888.96","2993.56","103.62","207","Kept"
"PTP-000516","C0224","Westbrook Industrial Supply - Northeast 3","Low","MRO Reseller","Sam Horowitz","2025-05-30","2025-06-07","482.49","505.27","104.72","207","Kept"
"PTP-000515","C0199","Granite Builders","Low","Contractor","Tomas Okafor","2025-06-01","2025-06-07","4525.93","4766.98","105.33","207","Kept"
"PTP-000513","C0096","Redline Parts & Service","Low","MRO Reseller","Grace Lindqvist","2025-06-03","2025-06-07","1819.62","1979.38","108.78","207","Kept"
"PTP-000512","C0088","Westbrook Builders - West","High","Contractor","Elena Ruiz","2025-05-31","2025-06-07","3837.97","4191.13","109.20","207","Kept"
"PTP-000514","C0132","Keystone Contracting","High","Contractor","Tomas Okafor","2025-05-16","2025-06-07","2304.52","0.00","0.00","207","Broken"
"PTP-000518","C0055","Silverline Components","Low","OEM Manufacturer","Priya Natarajan","2025-05-30","2025-06-08","2649.17","40311.48","1521.66","206","Kept"
"PTP-000519","C0212","Westbrook Mechanical - Northeast","Medium","Contractor","Elena Ruiz","2025-06-03","2025-06-08","1218.90","2676.68","219.60","206","Kept"
"PTP-000520","C0310","Harbor Water Authority","Low","Institutional","Priya Natarajan","2025-05-31","2025-06-08","8887.92","14877.00","167.38","206","Kept"
"PTP-000524","C0292","Cedar Ridge Maintenance Supply","Medium","MRO Reseller","Grace Lindqvist","2025-05-28","2025-06-09","4566.59","4939.97","108.18","205","Kept"
"PTP-000525","C0316","Bluewater Parts & Service - Midwest 3","Medium","MRO Reseller","Sam Horowitz","2025-06-04","2025-06-09","1205.56","3519.43","291.93","205","Kept"
"PTP-000523","C0201","Titan Machine Works","Low","OEM Manufacturer","Marcus Bell","2025-06-02","2025-06-09","4428.97","4458.64","100.67","205","Kept"
"PTP-000521","C0146","Harbor Components","Low","OEM Manufacturer","Marcus Bell","2025-05-31","2025-06-09","4315.96","4698.72","108.87","205","Kept"
"PTP-000522","C0153","Redline Water Authority","Low","Institutional","Marcus Bell","2025-05-30","2025-06-09","794.25","815.66","102.70","205","Kept"
"PTP-000526","C0075","Ironbridge Mechanical - Southeast 3","Medium","Contractor","Elena Ruiz","2025-06-06","2025-06-10","5605.76","5956.91","106.26","204","Kept"
"PTP-000527","C0275","Cedar Ridge Machine Works - Southwest","High","OEM Manufacturer","Priya Natarajan","2025-06-01","2025-06-10","15288.02","28853.37","188.73","204","Kept"
"PTP-000528","C0309","Frontier Machine Works","Low","OEM Manufacturer","Marcus Bell","2025-05-30","2025-06-10","673.19","4410.58","655.18","204","Kept"
"PTP-000530","C0277","Lakeshore Construction - West","High","Contractor","Tomas Okafor","2025-05-18","2025-06-11","3345.01","0.00","0.00","203","Broken"
"PTP-000529","C0172","Crestview Electric","Medium","Contractor","Tomas Okafor","2025-06-05","2025-06-11","2468.79","2480.41","100.47","203","Kept"
"PTP-000531","C0369","Lakeshore Components","High","OEM Manufacturer","Marcus Bell","2025-06-05","2025-06-11","15884.52","16015.31","100.82","203","Kept"
"PTP-000534","C0376","Summit Components - Midwest","High","OEM Manufacturer","Priya Natarajan","2025-06-10","2025-06-13","6329.49","22071.80","348.71","201","Kept"
"PTP-000535","C0389","Ironbridge Components - Southeast","Medium","OEM Manufacturer","Marcus Bell","2025-06-02","2025-06-13","3457.26","7955.53","230.11","201","Kept"
"PTP-000533","C0264","Crestview Electric - Midwest","Low","Contractor","Elena Ruiz","2025-06-08","2025-06-13","5360.53","5710.98","106.54","201","Kept"
"PTP-000532","C0195","Redline Manufacturing","Medium","OEM Manufacturer","Priya Natarajan","2025-06-06","2025-06-13","17016.03","17739.19","104.25","201","Kept"
"PTP-000537","C0110","Riverbend Maintenance Supply - Northeast","Low","MRO Reseller","Grace Lindqvist","2025-06-04","2025-06-14","2051.72","2172.42","105.88","200","Kept"
"PTP-000536","C0079","Cedar Ridge Machine Works","Low","OEM Manufacturer","Priya Natarajan","2025-06-03","2025-06-14","1500.71","11362.96","757.17","200","Kept"
"PTP-000538","C0366","Westbrook Industries - West","Medium","OEM Manufacturer","Marcus Bell","2025-06-10","2025-06-14","5317.11","5355.64","100.72","200","Kept"
"PTP-000540","C0376","Summit Components - Midwest","High","OEM Manufacturer","Priya Natarajan","2025-06-01","2025-06-15","12552.17","21210.74","168.98","199","Kept"
"PTP-000541","C0382","Summit Machine Works","Low","OEM Manufacturer","Marcus Bell","2025-06-06","2025-06-15","4308.28","4456.96","103.45","199","Kept"
"PTP-000542","C0392","Apex Industrial Supply - Southwest 3","High","MRO Reseller","Grace Lindqvist","2025-06-03","2025-06-15","493.56","527.31","106.84","199","Kept"
"PTP-000539","C0324","Pioneer Construction","High","Contractor","Elena Ruiz","2025-05-30","2025-06-15","6172.54","0.00","0.00","199","Broken"
"PTP-000547","C0302","Crestview Contracting - Northeast 3","High","Contractor","Tomas Okafor","2025-05-29","2025-06-16","5057.49","0.00","0.00","198","Broken"
"PTP-000546","C0265","Westbrook Mechanical - Southwest 3","Medium","Contractor","Tomas Okafor","2025-06-05","2025-06-16","6218.36","6282.14","101.03","198","Kept"
"PTP-000545","C0077","Riverbend Industrial Supply","Low","MRO Reseller","Sam Horowitz","2025-06-04","2025-06-16","1417.93","1990.49","140.38","198","Kept"
"PTP-000544","C0054","Titan Manufacturing","Medium","OEM Manufacturer","Priya Natarajan","2025-06-07","2025-06-16","1791.65","15593.48","870.34","198","Kept"
"PTP-000543","C0038","Summit Fabrication","High","OEM Manufacturer","Priya Natarajan","2025-06-02","2025-06-16","7939.82","8433.13","106.21","198","Kept"
"PTP-000548","C0066","Summit Industries","Medium","OEM Manufacturer","Marcus Bell","2025-06-12","2025-06-17","1587.93","1634.12","102.91","197","Kept"
"PTP-000549","C0086","Crestview Contracting - Southeast","Medium","Contractor","Tomas Okafor","2025-06-07","2025-06-17","2909.57","3188.44","109.58","197","Kept"
"PTP-000550","C0283","Apex Industries","Low","OEM Manufacturer","Priya Natarajan","2025-06-14","2025-06-17","4368.84","16366.44","374.62","197","Kept"
"PTP-000551","C0297","Apex Mechanical - Southeast 3","High","Contractor","Tomas Okafor","2025-05-25","2025-06-17","666.16","0.00","0.00","197","Broken"
"PTP-000552","C0324","Pioneer Construction","High","Contractor","Elena Ruiz","2025-05-27","2025-06-17","4513.50","0.00","0.00","197","Broken"
"PTP-000555","C0337","Keystone Manufacturing","Low","OEM Manufacturer","Priya Natarajan","2025-06-08","2025-06-18","3979.38","4346.43","109.22","196","Kept"
"PTP-000554","C0210","Harbor Construction - Southwest","Low","Contractor","Tomas Okafor","2025-06-07","2025-06-18","4065.37","4253.57","104.63","196","Kept"
"PTP-000553","C0206","Oakmont Manufacturing","Medium","OEM Manufacturer","Priya Natarajan","2025-06-11","2025-06-18","634.98","20649.55","3252.00","196","Kept"
"PTP-000556","C0386","Bluewater Electric","High","Contractor","Elena Ruiz","2025-06-05","2025-06-18","2374.77","0.00","0.00","196","Broken"
"PTP-000562","C0393","Silverline Components - West 3","Low","OEM Manufacturer","Priya Natarajan","2025-06-15","2025-06-19","10535.28","10869.67","103.17","195","Kept"
"PTP-000561","C0347","Stonegate Construction","Medium","Contractor","Elena Ruiz","2025-06-12","2025-06-19","3461.36","3503.03","101.20","195","Kept"
"PTP-000560","C0325","Apex Medical Center","Low","Institutional","Tomas Okafor","2025-06-12","2025-06-19","1058.51","1058.74","100.02","195","Kept"
"PTP-000559","C0143","Northfield Parts & Service","Medium","MRO Reseller","Sam Horowitz","2025-06-13","2025-06-19","3536.17","3702.69","104.71","195","Kept"
"PTP-000558","C0068","Harbor Industries","High","OEM Manufacturer","Priya Natarajan","2025-06-14","2025-06-19","2079.81","2108.73","101.39","195","Kept"
"PTP-000557","C0024","Keystone Construction","Medium","Contractor","Tomas Okafor","2025-06-13","2025-06-19","2692.54","2821.95","104.81","195","Kept"
"PTP-000563","C0048","Stonegate Industries","Medium","OEM Manufacturer","Priya Natarajan","2025-06-15","2025-06-20","2241.01","19392.23","865.33","194","Kept"
"PTP-000565","C0302","Crestview Contracting - Northeast 3","High","Contractor","Tomas Okafor","2025-06-06","2025-06-20","1077.67","0.00","0.00","194","Broken"
"PTP-000564","C0271","Riverbend Electric - Midwest 3","High","Contractor","Elena Ruiz","2025-05-27","2025-06-20","1972.86","0.00","0.00","194","Broken"
"PTP-000566","C0200","Harbor Mechanical","High","Contractor","Tomas Okafor","2025-06-10","2025-06-21","5075.97","5182.25","102.09","193","Kept"
"PTP-000567","C0351","Ironbridge Components","High","OEM Manufacturer","Priya Natarajan","2025-06-12","2025-06-21","15749.36","16335.20","103.72","193","Kept"
"PTP-000569","C0387","Apex Industrial Supply - Southeast","Medium","MRO Reseller","Sam Horowitz","2025-06-10","2025-06-21","1862.21","4993.21","268.13","193","Kept"
"PTP-000570","C0387","Apex Industrial Supply - Southeast","Medium","MRO Reseller","Sam Horowitz","2025-06-12","2025-06-21","2677.05","4993.21","186.52","193","Kept"
"PTP-000568","C0378","Silverline Fabrication - Southwest","Medium","OEM Manufacturer","Priya Natarajan","2025-06-06","2025-06-21","5970.72","7944.70","133.06","193","Kept"
"PTP-000576","C0326","Pioneer Manufacturing","Low","OEM Manufacturer","Priya Natarajan","2025-06-19","2025-06-22","1946.94","2019.09","103.71","192","Kept"
"PTP-000572","C0059","Apex Mechanical","High","Contractor","Marcus Bell","2025-06-03","2025-06-22","1060.30","0.00","0.00","192","Broken"
"PTP-000573","C0059","Apex Mechanical","High","Contractor","Marcus Bell","2025-06-11","2025-06-22","2508.12","0.00","0.00","192","Broken"
"PTP-000574","C0076","Cedar Ridge Construction","Low","Contractor","Tomas Okafor","2025-06-11","2025-06-22","1136.60","2565.13","225.68","192","Kept"
"PTP-000571","C0003","Westbrook Electric","Low","Contractor","Elena Ruiz","2025-06-19","2025-06-22","3112.78","3139.73","100.87","192","Kept"
"PTP-000575","C0119","Titan Builders","Medium","Contractor","Tomas Okafor","2025-06-18","2025-06-22","3282.82","7807.20","237.82","192","Kept"
"PTP-000578","C0176","Harbor Machine Works - Southeast","Low","OEM Manufacturer","Priya Natarajan","2025-06-11","2025-06-23","2525.79","2686.70","106.37","191","Kept"
"PTP-000577","C0017","Silverline Fabrication","Low","OEM Manufacturer","Priya Natarajan","2025-06-17","2025-06-23","1644.15","24235.70","1474.06","191","Kept"
"PTP-000579","C0221","Cedar Ridge Contracting","Medium","Contractor","Tomas Okafor","2025-06-10","2025-06-23","6931.71","7606.09","109.73","191","Kept"
"PTP-000580","C0260","Harbor Industrial Supply","High","MRO Reseller","Grace Lindqvist","2025-06-15","2025-06-23","476.80","526.85","110.50","191","Kept"
"PTP-000583","C0381","Redline Electric","Medium","Contractor","Elena Ruiz","2025-06-01","2025-06-23","1296.42","1375.95","106.13","191","Kept"
"PTP-000582","C0364","Redline Industries - Northeast","Low","OEM Manufacturer","Marcus Bell","2025-06-18","2025-06-23","1662.27","1729.57","104.05","191","Kept"
"PTP-000581","C0363","Granite Parts & Service - Midwest","High","MRO Reseller","Grace Lindqvist","2025-06-18","2025-06-23","1692.21","1874.94","110.80","191","Kept"
"PTP-000591","C0368","Stonegate Machine Works - West","Low","OEM Manufacturer","Priya Natarajan","2025-06-13","2025-06-24","2406.93","2598.39","107.95","190","Kept"
"PTP-000589","C0337","Keystone Manufacturing","Low","OEM Manufacturer","Priya Natarajan","2025-06-14","2025-06-24","720.70","7596.52","1054.05","190","Kept"
"PTP-000590","C0337","Keystone Manufacturing","Low","OEM Manufacturer","Priya Natarajan","2025-06-11","2025-06-24","4860.14","7596.52","156.30","190","Kept"
"PTP-000587","C0301","Titan Builders - Midwest 4","Medium","Contractor","Elena Ruiz","2025-06-16","2025-06-24","3546.64","3924.83","110.66","190","Kept"
"PTP-000588","C0310","Harbor Water Authority","Low","Institutional","Priya Natarajan","2025-06-17","2025-06-24","5023.68","5503.30","109.55","190","Kept"
"PTP-000586","C0183","Oakmont Maintenance Supply","High","MRO Reseller","Grace Lindqvist","2025-06-18","2025-06-24","554.28","1684.34","303.88","190","Kept"
"PTP-000585","C0162","Stonegate Builders","Medium","Contractor","Elena Ruiz","2025-06-20","2025-06-24","1237.08","5983.46","483.68","190","Kept"
"PTP-000584","C0138","Ironbridge Mechanical - Midwest 4","Low","Contractor","Tomas Okafor","2025-06-17","2025-06-24","6592.84","8849.12","134.22","190","Kept"
"PTP-000594","C0141","Lakeshore Contracting","Low","Contractor","Elena Ruiz","2025-06-11","2025-06-25","1915.45","4312.81","225.16","189","Kept"
"PTP-000592","C0120","Ironbridge Medical Center","Low","Institutional","Marcus Bell","2025-06-17","2025-06-25","6213.79","6732.81","108.35","189","Kept"
"PTP-000593","C0132","Keystone Contracting","High","Contractor","Tomas Okafor","2025-05-31","2025-06-25","487.38","0.00","0.00","189","Broken"
"PTP-000595","C0318","Riverbend Contracting - Midwest 3","Medium","Contractor","Elena Ruiz","2025-06-14","2025-06-25","1256.03","1314.61","104.66","189","Kept"
"PTP-000598","C0297","Apex Mechanical - Southeast 3","High","Contractor","Tomas Okafor","2025-06-01","2025-06-26","718.20","0.00","0.00","188","Broken"
"PTP-000597","C0272","Frontier Industrial Supply","Low","MRO Reseller","Grace Lindqvist","2025-06-23","2025-06-26","598.47","602.82","100.73","188","Kept"
"PTP-000596","C0218","Riverbend Parts & Service - Midwest","Low","MRO Reseller","Sam Horowitz","2025-06-22","2025-06-26","4436.69","8302.51","187.13","188","Kept"
"PTP-000601","C0232","Titan Builders - Southwest","High","Contractor","Tomas Okafor","2025-06-05","2025-06-27","1319.45","0.00","0.00","187","Broken"
"PTP-000599","C0126","Oakmont Parts & Service","Medium","MRO Reseller","Sam Horowitz","2025-06-15","2025-06-27","963.15","980.06","101.76","187","Kept"
"PTP-000600","C0182","Lakeshore Parts & Service","Medium","MRO Reseller","Sam Horowitz","2025-06-24","2025-06-27","2683.15","4155.16","154.86","187","Kept"
"PTP-000602","C0059","Apex Mechanical","High","Contractor","Marcus Bell","2025-06-14","2025-06-28","462.08","0.00","0.00","186","Broken"
"PTP-000604","C0205","Northfield Builders - Northeast","Medium","Contractor","Elena Ruiz","2025-06-19","2025-06-28","4588.04","12494.67","272.33","186","Kept"
"PTP-000603","C0186","Redline Parts & Service - Northeast","Low","MRO Reseller","Grace Lindqvist","2025-06-11","2025-06-28","889.32","3505.83","394.21","186","Kept"
"PTP-000605","C0271","Riverbend Electric - Midwest 3","High","Contractor","Elena Ruiz","2025-06-06","2025-06-28","4882.58","0.00","0.00","186","Broken"
"PTP-000606","C0302","Crestview Contracting - Northeast 3","High","Contractor","Tomas Okafor","2025-06-15","2025-06-28","5454.32","0.00","0.00","186","Broken"
"PTP-000607","C0333","Oakmont Maintenance Supply - Southwest","Medium","MRO Reseller","Grace Lindqvist","2025-06-18","2025-06-28","732.01","791.24","108.09","186","Kept"
"PTP-000608","C0359","Stonegate Fabrication - West","High","OEM Manufacturer","Marcus Bell","2025-06-21","2025-06-28","14612.30","15203.47","104.05","186","Kept"
"PTP-000614","C0299","Silverline Industries","Low","OEM Manufacturer","Marcus Bell","2025-06-18","2025-06-29","1606.89","13946.97","867.95","185","Kept"
"PTP-000612","C0186","Redline Parts & Service - Northeast","Low","MRO Reseller","Grace Lindqvist","2025-06-18","2025-06-29","1569.80","3505.83","223.33","185","Kept"
"PTP-000613","C0195","Redline Manufacturing","Medium","OEM Manufacturer","Priya Natarajan","2025-06-23","2025-06-29","2577.43","2856.37","110.82","185","Kept"
"PTP-000609","C0017","Silverline Fabrication","Low","OEM Manufacturer","Priya Natarajan","2025-06-16","2025-06-29","3161.28","4963.31","157.00","185","Kept"
"PTP-000610","C0033","Lakeshore Construction","Medium","Contractor","Elena Ruiz","2025-06-19","2025-06-29","2044.56","11183.29","546.98","185","Kept"
"PTP-000611","C0115","Ironbridge Contracting","Low","Contractor","Elena Ruiz","2025-06-19","2025-06-29","1470.78","4243.24","288.50","185","Kept"
"PTP-000615","C0238","Oakmont Builders - Midwest","Low","Contractor","Tomas Okafor","2025-06-25","2025-06-30","7425.07","7844.29","105.65","184","Kept"
"PTP-000616","C0288","Summit University Facilities","Low","Institutional","Priya Natarajan","2025-06-25","2025-06-30","535.44","1187.90","221.85","184","Kept"
"PTP-000617","C0302","Crestview Contracting - Northeast 3","High","Contractor","Tomas Okafor","2025-06-09","2025-07-01","5967.37","0.00","0.00","183","Broken"
"PTP-000619","C0337","Keystone Manufacturing","Low","OEM Manufacturer","Priya Natarajan","2025-06-22","2025-07-01","9028.86","9848.12","109.07","183","Kept"
"PTP-000618","C0324","Pioneer Construction","High","Contractor","Elena Ruiz","2025-06-20","2025-07-01","1605.63","0.00","0.00","183","Broken"
"PTP-000623","C0311","Bluewater University Facilities","Low","Institutional","Tomas Okafor","2025-06-23","2025-07-02","1374.05","1451.59","105.64","182","Kept"
"PTP-000622","C0299","Silverline Industries","Low","OEM Manufacturer","Marcus Bell","2025-06-19","2025-07-02","12115.53","12242.09","101.04","182","Kept"
