"PONumber","PartNumber","PartName","Category","Criticality","QualifiedSupplierCount","QualificationMonths","IsSingleSource","VendorID","VendorName","Country","VendorTier","LumenRevenueSharePct","BuyerID","BuyerName","Team","OrderDate","PromisedDate","OrderYear","OrderYearMonth","OrderQty","UnitPrice","FreightAmount","ExpediteFee","IsExpedited","ExtendedPrice","LandedCost","AgreementNo","ContractedUnitPrice","AgreementsInForce","IsOnContract","PPVAmount","ContractedExtended","QtyReceived","QtyAccepted","QtyRejected","Receipts","IsReceived","AcceptanceRatePct","CostPerAcceptedUnit","RejectedValue","LastReceiptDate","DaysLate","IsOnTime"
"PO-000248","LOM-0043","Lens Assembly Module 0043","Lens Assembly","Standard","1","2","1","VEN-029","Helix Optics Technologies","Switzerland","Transactional","36.48","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-14","2023-05-19","2023","2023-04","120","296.8149","804.51","0.00","0","35617.79","36422.30","PA-0000192","296.8149","1","1","0.00","35617.79","120","117","3","1","1","97.50","311.3017","890.44","2023-05-17","-2","1"
"PO-000249","LOM-0077","Precision Mount Assy 0077","Precision Mount","Critical","2","9","0","VEN-024","Aperture Technologies","Germany","Approved","18.36","BUY-06","Tomas Varga","Mechanical & Thermal","2023-04-14","2023-05-28","2023","2023-04","84","249.9879","165.86","0.00","0","20998.98","21164.84","PA-0000352","249.9879","1","1","0.00","20998.98","84","83","1","1","1","98.81","254.9981","249.99","2023-05-25","-3","1"
"PO-000250","LOM-0081","Photodetector Module 0081","Photodetector","Standard","2","3","0","VEN-032","Meridian Photonics Technologies","Japan","Transactional","28.30","BUY-01","Adaeze Okonkwo","Optoelectronics","2023-04-14","2023-05-14","2023","2023-04","83","374.9974","378.48","0.00","0","31124.78","31503.26","PA-0000368","374.9974","1","1","0.00","31124.78","83","83","0","1","1","100.00","379.5574","0.00","2023-05-14","0","1"
"PO-000251","LOM-0091","Lens Assembly Component 0091","Lens Assembly","Commodity","3","1","0","VEN-009","Oribel GmbH","Taiwan","Preferred","9.47","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-14","2023-04-26","2023","2023-04","13","314.1527","78.79","0.00","0","4083.99","4162.78","PA-0000410","314.1527","1","1","0.00","4083.99","13","13","0","1","1","100.00","320.2135","0.00","2023-04-24","-2","1"
"PO-000252","LOM-0110","Fibre Connector Component 0110","Fibre Connector","Commodity","3","1","0","VEN-014","Photonica Industries","Japan","Preferred","4.81","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-14","2023-04-26","2023","2023-04","144","24.6963","59.33","0.00","0","3556.27","3615.60","PA-0000500","24.6963","1","1","0.00","3556.27","144","142","2","1","1","98.61","25.4620","49.39","2023-04-26","0","1"
"PO-000253","LOM-0118","Fibre Connector Component 0118","Fibre Connector","Commodity","2","0","0","VEN-028","Spectra Technologies","United Kingdom","Approved","8.62","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-14","2023-05-05","2023","2023-04","550","38.7836","290.22","0.00","0","21330.98","21621.20","PA-0000540","41.2042","1","1","-1331.33","22662.31","550","543","7","1","1","98.73","39.8180","271.49","2023-05-05","0","1"
"PO-000254","LOM-0122","Optical Fibre Component 0122","Optical Fibre","Commodity","2","0","0","VEN-035","Kestrel Optical Technologies","Switzerland","Transactional","36.86","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-14","2023-05-13","2023","2023-04","1960","12.5179","316.07","0.00","0","24535.08","24851.15","PA-0000563","12.5179","1","1","0.00","24535.08","1960","1949","11","1","1","99.44","12.7507","137.70","2023-05-09","-4","1"
"PO-000255","LOM-0033","Photodetector Module 0033","Photodetector","Standard","1","2","1","VEN-003","Crystalline GmbH","Taiwan","Strategic","3.69","BUY-01","Adaeze Okonkwo","Optoelectronics","2023-04-17","2023-05-13","2023","2023-04","49","229.3486","235.93","0.00","0","11238.08","11474.01","PA-0000149","229.3486","1","1","0.00","11238.08","49","48","1","1","1","97.96","239.0419","229.35","2023-05-10","-3","1"
"PO-000256","LOM-0059","Lens Assembly Component 0059","Lens Assembly","Commodity","2","0","0","VEN-034","Vectra Technologies","United Kingdom","Transactional","34.49","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-17","2023-05-05","2023","2023-04","63","245.5689","191.29","0.00","0","15470.84","15662.13","PA-0000264","245.5689","1","1","0.00","15470.84","63","62","1","1","1","98.41","252.6150","245.57","2023-05-04","-1","1"
"PO-000257","LOM-0092","Optical Coating Component 0092","Optical Coating","Commodity","3","0","0","VEN-012","Aperture Industries","Germany","Preferred","4.72","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-17","2023-05-01","2023","2023-04","74","63.1406","50.63","0.00","0","4672.40","4723.03","PA-0000419","63.1406","1","1","0.00","4672.40","74","73","1","1","1","98.65","64.6991","63.14","2023-04-30","-1","1"
"PO-000258","LOM-0006","Fibre Connector Component 0006","Fibre Connector","Commodity","2","0","0","VEN-001","Lumitek GmbH","United States","Strategic","1.37","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-18","2023-05-11","2023","2023-04","682","15.8481","192.23","0.00","0","10808.40","11000.63","PA-0000022","15.8481","1","1","0.00","10808.40","682","675","7","1","1","98.97","16.2972","110.94","2023-05-16","5","0"
"PO-000259","LOM-0036","Optical Coating Module 0036","Optical Coating","Standard","2","4","0","VEN-020","Meridian Photonics Industries","Japan","Approved","12.07","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-18","2023-05-14","2023","2023-04","118","45.9910","77.69","0.00","0","5426.94","5504.63","PA-0000157","45.9910","1","1","0.00","5426.94","118","117","1","1","1","99.15","47.0481","45.99","2023-05-12","-2","1"
"PO-000260","LOM-0041","Photodetector Component 0041","Photodetector","Commodity","3","1","0","VEN-009","Oribel GmbH","Taiwan","Preferred","9.47","BUY-01","Adaeze Okonkwo","Optoelectronics","2023-04-18","2023-05-05","2023","2023-04","49","397.8700","353.17","0.00","0","19495.63","19848.80","PA-0000185","397.8700","1","1","0.00","19495.63","49","49","0","1","1","100.00","405.0776","0.00","2023-05-02","-3","1"
"PO-000261","LOM-0068","Optical Coating Module 0068","Optical Coating","Standard","2","2","0","VEN-034","Vectra Technologies","United Kingdom","Transactional","34.49","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-18","2023-05-16","2023","2023-04","147","45.4725","169.20","0.00","0","6684.46","6853.66","PA-0000309","45.4725","1","1","0.00","6684.46","147","144","3","1","1","97.96","47.5948","136.42","2023-05-15","-1","1"
"PO-000262","LOM-0068","Optical Coating Module 0068","Optical Coating","Standard","2","2","0","VEN-022","Vectra Industries","United Kingdom","Approved","12.65","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-18","2023-05-22","2023","2023-04","234","45.4725","231.15","0.00","0","10640.57","10871.72","PA-0000306","45.4725","1","1","0.00","10640.57","234","231","3","1","1","98.72","47.0637","136.42","2023-05-21","-1","1"
"PO-000263","LOM-0073","Photodetector Component 0073","Photodetector","Commodity","2","0","0","VEN-007","Quantex GmbH","United States","Preferred","10.21","BUY-01","Adaeze Okonkwo","Optoelectronics","2023-04-18","2023-05-13","2023","2023-04","113","146.5396","109.76","0.00","0","16558.97","16668.73","PA-0000329","146.5396","1","1","0.00","16558.97","113","113","0","1","1","100.00","147.5109","0.00","2023-05-11","-2","1"
"PO-000264","LOM-0080","Laser Diode Module 0080","Laser Diode","Standard","3","5","0","VEN-004","Spectra GmbH","United Kingdom","Strategic","1.51","BUY-02","Rafael Duarte","Optoelectronics","2023-04-18","2023-05-09","2023","2023-04","14","501.9232","134.45","0.00","0","7026.92","7161.37","PA-0000361","501.9232","1","1","0.00","7026.92","14","13","1","1","1","92.86","550.8750","501.92","2023-05-06","-3","1"
"PO-000265","LOM-0081","Photodetector Module 0081","Photodetector","Standard","2","3","0","VEN-032","Meridian Photonics Technologies","Japan","Transactional","28.30","BUY-01","Adaeze Okonkwo","Optoelectronics","2023-04-18","2023-05-10","2023","2023-04","21","374.9974","87.66","0.00","0","7874.95","7962.61","PA-0000368","374.9974","1","1","0.00","7874.95","21","21","0","1","1","100.00","379.1717","0.00","2023-05-08","-2","1"
"PO-000266","LOM-0091","Lens Assembly Component 0091","Lens Assembly","Commodity","3","1","0","VEN-034","Vectra Technologies","United Kingdom","Transactional","34.49","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-18","2023-05-09","2023","2023-04","86","314.1527","534.79","0.00","0","27017.13","27551.92","PA-0000413","314.1527","1","1","0.00","27017.13","86","84","2","1","1","97.67","327.9991","628.31","2023-05-08","-1","1"
"PO-000267","LOM-0015","Thermal Control Module 0015","Thermal Control","Standard","3","5","0","VEN-031","Quantex Technologies","United States","Transactional","14.93","BUY-05","Priya Raghunathan","Mechanical & Thermal","2023-04-19","2023-05-21","2023","2023-04","100","86.9779","64.13","0.00","0","8697.79","8761.92","PA-0000069","86.9779","1","1","0.00","8697.79","100","99","1","1","1","99.00","88.5042","86.98","2023-05-27","6","0"
"PO-000268","LOM-0020","Optical Coating Component 0020","Optical Coating","Commodity","3","1","0","VEN-002","Photonica GmbH","Japan","Strategic","2.49","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-19","2023-05-15","2023","2023-04","253","62.4716","374.00","0.00","0","15805.31","16179.31","PA-0000089","62.4716","1","1","0.00","15805.31","253","252","1","1","1","99.60","64.2036","62.47","2023-05-13","-2","1"
"PO-000269","LOM-0046","Fibre Connector Module 0046","Fibre Connector","Standard","1","2","1","VEN-033","Oribel Technologies","Taiwan","Transactional","17.66","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-19","2023-05-10","2023","2023-04","133","24.6870","71.70","0.00","0","3283.37","3355.07","PA-0000205","24.6870","1","1","0.00","3283.37","133","132","1","1","1","99.25","25.4172","24.69","2023-05-08","-2","1"
"PO-000270","LOM-0060","Optical Coating Module 0060","Optical Coating","Standard","2","3","0","VEN-033","Oribel Technologies","Taiwan","Transactional","17.66","BUY-04","Johan Lindberg","Optics & Coatings","2023-04-19","2023-05-12","2023","2023-04","78","31.7883","33.62","0.00","0","2479.49","2513.11","PA-0000270","31.7883","1","1","0.00","2479.49","78","76","2","1","1","97.44","33.0672","63.58","2023-05-19","7","0"
"PO-000271","LOM-0078","Fibre Connector Assy 0078","Fibre Connector","Critical","1","7","1","VEN-034","Vectra Technologies","United Kingdom","Transactional","34.49","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-19","2023-05-29","2023","2023-04","371","10.0604","34.11","0.00","0","3732.41","3766.52","PA-0000355","10.0604","1","1","0.00","3732.41","371","370","1","1","1","99.73","10.1798","10.06","2023-05-27","-2","1"
"PO-000272","LOM-0085","Precision Mount Component 0085","Precision Mount","Commodity","3","1","0","VEN-022","Vectra Industries","United Kingdom","Approved","12.65","BUY-06","Tomas Varga","Mechanical & Thermal","2023-04-19","2023-05-14","2023","2023-04","111","119.0173","199.64","0.00","0","13210.92","13410.56","","","0","0","","","111","110","1","1","1","99.10","121.9142","119.02","2023-05-11","-3","1"
"PO-000273","LOM-0092","Optical Coating Component 0092","Optical Coating","Commodity","3","0","0","VEN-012","Aperture Industries","Germany","Preferred","4.72","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-19","2023-05-03","2023","2023-04","69","63.1406","73.45","0.00","0","4356.70","4430.15","PA-0000419","63.1406","1","1","0.00","4356.70","69","68","1","1","1","98.55","65.1493","63.14","2023-04-30","-3","1"
"PO-000274","LOM-0092","Optical Coating Component 0092","Optical Coating","Commodity","3","0","0","VEN-012","Aperture Industries","Germany","Preferred","4.72","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-19","2023-05-08","2023","2023-04","145","63.1406","158.67","0.00","0","9155.39","9314.06","PA-0000419","63.1406","1","1","0.00","9155.39","145","142","3","1","1","97.93","65.5920","189.42","2023-05-08","0","1"
"PO-000275","LOM-0135","Thermal Control Component 0135","Thermal Control","Commodity","3","1","0","VEN-015","Crystalline Industries","Taiwan","Preferred","3.57","BUY-06","Tomas Varga","Mechanical & Thermal","2023-04-19","2023-05-01","2023","2023-04","13","275.1270","91.51","0.00","0","3576.65","3668.16","PA-0000624","275.1270","1","1","0.00","3576.65","13","13","0","1","1","100.00","282.1662","0.00","2023-04-29","-2","1"
"PO-000276","LOM-0039","Thermal Control Component 0039","Thermal Control","Commodity","3","1","0","VEN-013","Lumitek Industries","United States","Preferred","9.15","BUY-05","Priya Raghunathan","Mechanical & Thermal","2023-04-20","2023-05-06","2023","2023-04","41","216.2135","196.55","0.00","0","8864.75","9061.30","PA-0000175","216.2135","1","1","0.00","8864.75","41","41","0","1","1","100.00","221.0074","0.00","2023-05-06","0","1"
"PO-000277","LOM-0081","Photodetector Module 0081","Photodetector","Standard","2","3","0","VEN-026","Photonica Technologies","Japan","Approved","9.22","BUY-02","Rafael Duarte","Optoelectronics","2023-04-20","2023-05-13","2023","2023-04","32","374.9974","216.34","0.00","0","11999.92","12216.26","PA-0000365","374.9974","1","1","0.00","11999.92","32","31","1","1","1","96.88","394.0728","375.00","2023-05-13","0","1"
"PO-000278","LOM-0093","Precision Mount Module 0093","Precision Mount","Standard","2","4","0","VEN-010","Vectra GmbH","United Kingdom","Preferred","5.43","BUY-06","Tomas Varga","Mechanical & Thermal","2023-04-20","2023-05-26","2023","2023-04","134","98.6931","231.89","0.00","0","13224.88","13456.77","PA-0000421","95.0857","1","1","483.39","12741.48","134","133","1","1","1","99.25","101.1787","98.69","2023-05-23","-3","1"
"PO-000279","LOM-0095","Thermal Control Component 0095","Thermal Control","Commodity","1","0","1","VEN-028","Spectra Technologies","United Kingdom","Approved","8.62","BUY-06","Tomas Varga","Mechanical & Thermal","2023-04-20","2023-05-18","2023","2023-04","138","194.8669","540.80","0.00","0","26891.63","27432.43","PA-X000004","201.6872","2","1","-941.20","27832.83","138","137","1","1","1","99.28","200.2367","194.87","2023-05-16","-2","1"
"PO-000280","LOM-0113","Photodetector Module 0113","Photodetector","Standard","2","3","0","VEN-010","Vectra GmbH","United Kingdom","Preferred","5.43","BUY-02","Rafael Duarte","Optoelectronics","2023-04-20","2023-05-25","2023","2023-04","121","354.3643","680.80","0.00","0","42878.08","43558.88","PA-0000516","354.3643","1","1","0.00","42878.08","121","120","1","1","1","99.17","362.9907","354.36","2023-05-25","0","1"
"PO-000281","LOM-0114","Optical Fibre Assy 0114","Optical Fibre","Critical","3","11","0","VEN-027","Crystalline Technologies","Taiwan","Approved","14.24","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-20","2023-06-10","2023","2023-04","1874","15.4622","719.03","0.00","0","28976.16","29695.19","PA-0000525","15.4622","1","1","0.00","28976.16","1874","1858","16","1","1","99.15","15.9823","247.40","2023-06-09","-1","1"
"PO-000282","LOM-0133","Precision Mount Module 0133","Precision Mount","Standard","2","3","0","VEN-018","Northlight Industries","Germany","Approved","17.17","BUY-06","Tomas Varga","Mechanical & Thermal","2023-04-20","2023-05-21","2023","2023-04","92","99.1733","236.63","0.00","0","9123.94","9360.57","PA-0000612","99.1733","1","1","0.00","9123.94","92","92","0","1","1","100.00","101.7454","0.00","2023-05-18","-3","1"
"PO-000283","LOM-0001","Photodetector Assy 0001","Photodetector","Critical","1","7","1","VEN-015","Crystalline Industries","Taiwan","Preferred","3.57","BUY-01","Adaeze Okonkwo","Optoelectronics","2023-04-21","2023-05-31","2023","2023-04","49","355.3296","115.81","0.00","0","17411.15","17526.96","PA-0000001","355.3296","1","1","0.00","17411.15","49","49","0","1","1","100.00","357.6931","0.00","2023-06-10","10","0"
"PO-000284","LOM-0054","Fibre Connector Component 0054","Fibre Connector","Commodity","3","1","0","VEN-001","Lumitek GmbH","United States","Strategic","1.37","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-21","2023-05-16","2023","2023-04","750","28.7181","291.28","0.00","0","21538.58","21829.86","PA-0000238","28.7181","1","1","0.00","21538.58","750","742","8","1","1","98.93","29.4203","229.74","2023-05-14","-2","1"
"PO-000285","LOM-0055","Thermal Control Component 0055","Thermal Control","Commodity","3","1","0","VEN-024","Aperture Technologies","Germany","Approved","18.36","BUY-06","Tomas Varga","Mechanical & Thermal","2023-04-21","2023-05-11","2023","2023-04","77","113.5119","157.82","0.00","0","8740.42","8898.24","PA-0000242","113.5119","1","1","0.00","8740.42","77","77","0","1","1","100.00","115.5615","0.00","2023-05-08","-3","1"
"PO-000286","LOM-0057","Photodetector Module 0057","Photodetector","Standard","1","2","1","VEN-005","Helix Optics GmbH","Switzerland","Strategic","1.75","BUY-02","Rafael Duarte","Optoelectronics","2023-04-21","2023-05-23","2023","2023-04","101","454.9047","995.59","0.00","0","45945.37","46940.96","PA-0000254","454.9047","1","1","0.00","45945.37","101","100","1","1","1","99.01","469.4096","454.90","2023-05-21","-2","1"
"PO-000287","LOM-0007","Thermal Control Module 0007","Thermal Control","Standard","3","5","0","VEN-033","Oribel Technologies","Taiwan","Transactional","17.66","BUY-06","Tomas Varga","Mechanical & Thermal","2023-04-24","2023-05-15","2023","2023-04","11","155.3694","14.11","0.00","0","1709.06","1723.17","PA-0000031","155.3694","1","1","0.00","1709.06","11","11","0","1","1","100.00","156.6521","0.00","2023-05-12","-3","1"
"PO-000288","LOM-0011","Lens Assembly Module 0011","Lens Assembly","Standard","3","5","0","VEN-036","Aperture Technologies","Germany","Transactional","30.07","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-04-24","2023-05-26","2023","2023-04","100","329.9473","766.67","0.00","0","32994.73","33761.40","PA-X000001","362.9921","2","1","-3304.48","36299.21","100","100","0","1","1","100.00","337.6140","0.00","2023-05-29","3","0"
